IdVenta,Fecha,Fecha_Entrega,IdCanal,IdCliente,IdSucursal,IdEmpleado,IdProducto,Precio,Cantidad,Ventas_totales,,
7390,13/02/2019,16/02/2019,2,96,15,1923,42996,518,2,1036,0,
7391,06/07/2019,10/07/2019,3,3238,15,1923,42965,2281,1,2281,0,
7392,25/12/2019,02/01/2020,1,56,15,1923,43000,374,2,748,-11,
7393,31/12/2019,03/01/2020,3,1137,15,1923,42951,3043,1,3043,-11,
7394,10/01/2020,17/01/2020,2,3357,15,1923,42964,2824,2,5648,0,
7395,27/05/2020,06/06/2020,2,1088,15,1923,42976,216,1,216,1,
7396,14/07/2015,19/07/2015,1,2759,15,1923,43029,1094,1,1094,0,
7397,04/06/2016,09/06/2016,3,1493,15,1923,43022,422,2,844,0,
7399,27/01/2017,28/01/2017,2,377,15,1923,43040,757,2,1514,0,
7400,15/06/2017,17/06/2017,3,1628,15,1923,43037,1137,1,1137,0,
7401,03/08/2017,08/08/2017,3,1482,15,1923,43042,1121,1,1121,0,
7402,19/09/2017,20/09/2017,2,2704,15,1923,43023,643,3,1929,0,
7403,07/04/2018,08/04/2018,1,1707,15,1923,43031,1191,1,1191,0,
7404,29/08/2018,02/09/2018,2,1798,15,1923,43041,779,2,1558,1,
7405,15/09/2018,20/09/2018,2,2813,15,1923,43027,461,1,461,0,
7406,18/10/2018,26/10/2018,2,1487,15,1923,43034,1004,3,3012,0,
7407,18/12/2018,23/12/2018,2,243,15,1923,43021,435,2,870,0,
7408,13/02/2019,18/02/2019,3,1365,15,1923,43021,435,2,870,0,
7409,26/06/2019,04/07/2019,3,473,15,1923,43037,1137,2,2274,1,
7410,08/07/2019,13/07/2019,1,637,15,1923,43043,1159,2,2318,0,
7411,07/08/2019,11/08/2019,1,2934,15,1923,43027,461,1,461,0,
7412,07/10/2019,10/10/2019,2,2883,15,1923,43031,1191,1,1191,0,
7413,07/01/2020,10/01/2020,3,1535,15,1923,43043,1159,2,2318,0,
7414,07/01/2020,10/01/2020,1,3249,15,1923,43031,1191,1,1191,0,
7415,12/03/2020,13/03/2020,2,877,15,1923,43025,550,2,1100,0,
7416,26/03/2020,02/04/2020,3,351,15,1923,42891,515,3,1545,1,
7417,13/05/2020,19/05/2020,3,2703,15,1923,42781,2098.8,3,6296.4,0,
7418,26/05/2020,02/06/2020,2,2679,15,1923,42812,376.64,3,1129.92,1,
7419,14/01/2020,15/01/2020,3,2753,15,1923,42835,818.84,2,1637.68,0,
7420,10/02/2020,13/02/2020,2,564,15,1923,42867,199,2,398,0,
7421,05/05/2020,07/05/2020,1,1740,15,1923,42963,2355,2,4710,0,
7422,28/05/2020,30/05/2020,2,2411,15,1923,42849,1542,2,3084,0,
7423,15/05/2020,21/05/2020,2,1107,15,1923,42991,438,2,876,0,
7424,13/03/2015,21/03/2015,3,696,15,1794,42794,305.36,2,610.72,0,
7425,29/09/2016,07/10/2016,2,2739,15,1794,42761,1384.46,1,1384.46,1,
7426,19/06/2015,22/06/2015,3,993,15,1794,42837,430.32,2,860.64,0,
7427,08/10/2015,16/10/2015,3,1214,15,1794,42823,904.42,3,2713.26,0,
7428,28/01/2016,05/02/2016,3,1510,15,1794,42857,542,2,1084,1,
7429,11/02/2017,14/02/2017,1,3264,15,1794,42819,860.42,2,1720.84,0,
7430,23/09/2017,01/10/2017,3,464,15,1794,42827,512.38,1,512.38,1,
7431,09/11/2017,10/11/2017,2,2930,15,1794,42880,560,3,1680,0,
7432,13/08/2015,21/08/2015,3,1033,15,1794,42918,789,1,789,0,
7433,27/10/2015,04/11/2015,1,1222,15,1794,42946,2173,2,4346,1,
7434,07/03/2016,15/03/2016,2,1569,15,1794,42949,2015,3,6045,0,
7435,21/03/2017,24/03/2017,3,3369,15,1794,42934,1789,2,3578,0,
7436,24/10/2017,25/10/2017,2,2831,15,1794,42887,498,1,498,0,
7437,02/08/2019,10/08/2019,3,2765,15,1794,42910,1502,2,3004,0,
7438,30/06/2015,01/07/2015,1,50,15,1794,42959,4141,2,8282,1,
7439,28/03/2016,05/04/2016,3,1790,15,1794,42952,3978,1,3978,1,
7440,31/10/2016,01/11/2016,1,1623,15,1794,42988,598,2,1196,1,
7441,15/12/2016,23/12/2016,3,3363,15,1794,43007,407,1,407,0,
7442,13/02/2017,16/02/2017,3,211,15,1794,43009,563,1,563,0,
7443,12/12/2017,15/12/2017,1,1189,15,1794,42987,456,3,1368,0,
7444,11/01/2016,19/01/2016,3,2821,15,1794,43027,461,2,922,0,
7445,01/09/2016,09/09/2016,1,206,15,1794,43031,1191,3,3573,0,
7446,09/06/2017,17/06/2017,3,961,15,1794,43028,942,2,1884,0,
7447,24/08/2017,25/08/2017,3,267,15,1794,43042,1121,1,1121,0,
7448,04/07/2015,10/07/2015,1,1144,15,1794,42816,1254.88,1,1254.88,0,
7449,12/11/2015,15/11/2015,3,301,15,1794,42766,7011.62,2,14023.24,0,
7450,15/11/2017,18/11/2017,3,2799,15,1794,42757,1784.42,3,5353.26,0,
7451,16/02/2018,19/02/2018,2,3087,15,1794,42811,2559.92,3,7679.76,0,
7452,28/08/2018,03/09/2018,2,1540,15,1794,42792,479.82,1,479.82,1,
7454,21/02/2020,24/02/2020,2,1799,15,1794,42785,1597.42,1,1597.42,0,
7455,19/01/2015,25/01/2015,1,639,15,1794,42819,860.42,3,2581.26,0,
7456,21/01/2015,29/01/2015,1,3173,15,1794,42880,560,2,1120,0,
7457,09/10/2015,15/10/2015,3,1343,15,1794,42828,906.18,1,906.18,0,
7458,09/12/2015,17/12/2015,3,731,15,1794,42840,353.32,1,353.32,0,
7459,07/06/2016,10/06/2016,2,822,15,1794,42849,1542,2,3084,0,
7460,04/11/2016,07/11/2016,2,1218,15,1794,42821,653.62,2,1307.24,0,
7461,24/02/2017,27/02/2017,2,1513,15,1794,42881,498,2,996,0,
7462,01/12/2018,07/12/2018,2,1740,15,1794,42819,860.42,2,1720.84,0,
7463,27/09/2019,03/10/2019,1,3217,15,1794,42878,560,2,1120,1,
7464,02/10/2019,10/10/2019,2,1783,15,1794,42881,498,2,996,0,
7465,08/09/2015,17/09/2015,2,1435,15,1794,42943,2190,2,4380,0,
7466,07/04/2018,16/04/2018,2,1295,15,1794,42910,1502,1,1502,0,
7467,03/09/2018,11/09/2018,2,696,15,1794,42918,789,1,789,0,
7468,31/10/2018,09/11/2018,1,1832,15,1794,42934,1789,2,3578,1,
7469,27/06/2019,03/07/2019,1,2800,15,1794,42893,515,3,1545,1,
7470,11/02/2015,19/02/2015,1,3142,15,1794,43014,502,3,1506,0,
7471,24/03/2015,02/04/2015,1,1005,15,1794,42975,215,2,430,1,
7472,23/07/2015,26/07/2015,1,3360,15,1794,42967,3365,1,3365,0,
7473,11/08/2016,19/08/2016,3,1595,15,1794,42973,123,2,246,0,
7474,18/10/2016,21/10/2016,3,1401,15,1794,42996,518,2,1036,0,
7475,01/02/2018,04/02/2018,2,222,15,1794,43008,389,1,389,0,
7476,10/03/2018,13/03/2018,2,359,15,1794,43000,374,1,374,0,
7477,26/11/2015,02/12/2015,3,2846,15,1794,43024,508,2,1016,1,
7478,23/08/2018,01/09/2018,1,2981,15,1794,43038,1163,3,3489,1,
7479,10/01/2015,11/01/2015,1,540,15,1794,42795,543.18,1,543.18,0,
7480,05/05/2015,15/05/2015,3,624,15,1794,42768,1923.68,2,3847.36,0,
7481,10/08/2015,18/08/2015,2,1369,15,1794,42763,2118.38,3,6355.14,0,
7482,06/01/2016,09/01/2016,1,1794,15,1794,42780,4028.86,1,4028.86,0,
7483,21/03/2016,25/03/2016,3,3144,15,1794,42800,1642.74,1,1642.74,0,
7484,04/05/2016,07/05/2016,1,1041,15,1794,42764,1385.78,1,1385.78,0,
7485,11/06/2016,12/06/2016,2,213,15,1794,42754,1237.5,2,2475,0,
7487,12/09/2016,17/09/2016,2,1034,15,1794,42778,2807.64,2,5615.28,0,
7488,17/01/2017,22/01/2017,1,389,15,1794,42790,762.96,2,1525.92,0,
7489,05/07/2017,09/07/2017,3,2919,15,1794,42791,258.28,2,516.56,0,
7490,11/08/2017,15/08/2017,3,3017,15,1794,42794,305.36,2,610.72,0,
7491,14/08/2017,22/08/2017,2,670,15,1794,42790,762.96,2,1525.92,0,
7492,17/08/2017,20/08/2017,2,1249,15,1794,42783,2452.34,2,4904.68,0,
7493,13/09/2017,21/09/2017,3,2966,15,1794,42795,543.18,2,1086.36,0,
7494,02/10/2017,09/10/2017,3,1866,15,1794,42787,1366.42,3,4099.26,0,
7495,31/10/2017,03/11/2017,1,3027,15,1794,42818,1907.62,2,3815.24,1,
7497,21/12/2017,23/12/2017,2,2978,15,1794,42786,795.74,2,1591.48,0,
7498,28/12/2017,02/01/2018,3,1183,15,1794,42781,2098.8,2,4197.6,-11,
7499,17/02/2018,22/02/2018,2,1437,15,1794,42756,638.66,2,1277.32,0,
7500,12/04/2018,17/04/2018,1,1327,15,1794,42759,1800.48,2,3600.96,0,
7501,30/04/2018,01/05/2018,1,1104,15,1794,42816,1254.88,2,2509.76,1,
7502,03/05/2018,05/05/2018,2,104,15,1794,42793,871.86,1,871.86,0,
7503,22/06/2018,26/06/2018,3,888,15,1794,42781,2098.8,2,4197.6,0,
7504,18/07/2018,23/07/2018,1,1830,15,1794,42769,3039.08,2,6078.16,0,
7505,05/10/2018,07/10/2018,2,2732,15,1794,42786,795.74,3,2387.22,0,
7506,08/11/2018,16/11/2018,2,1860,15,1794,42798,1556.28,2,3112.56,0,
7507,28/12/2018,04/01/2019,1,427,15,1794,42769,3039.08,2,6078.16,-11,
7508,06/03/2019,07/03/2019,3,1693,15,1794,42792,479.82,3,1439.46,0,
7509,17/10/2019,19/10/2019,3,547,15,1794,42794,305.36,3,916.08,0,
7510,25/11/2019,28/11/2019,1,808,15,1794,42754,1237.5,3,3712.5,0,
7511,27/02/2020,03/03/2020,2,625,15,1794,42782,3373.92,3,10121.76,1,
7512,22/04/2020,27/04/2020,1,1857,15,1794,42800,1642.74,1,1642.74,0,
7513,02/05/2020,07/05/2020,2,533,15,1794,42812,376.64,1,376.64,0,
7514,06/05/2020,08/05/2020,2,2533,15,1794,42768,1923.68,2,3847.36,0,
7515,30/05/2020,02/06/2020,2,2881,15,1794,42795,543.18,2,1086.36,1,
7516,26/01/2015,30/01/2015,1,156,15,1794,42872,560,1,560,0,
7517,18/02/2015,19/02/2015,3,593,15,1794,42832,818.84,1,818.84,0,
7518,17/03/2015,22/03/2015,3,1090,15,1794,42873,560,1,560,0,
7519,07/01/2016,12/01/2016,1,1849,15,1794,42861,542,2,1084,0,
7520,19/01/2016,23/01/2016,3,1138,15,1794,42873,560,1,560,0,
7521,08/02/2016,12/02/2016,3,1265,15,1794,42878,560,2,1120,0,
7522,19/02/2016,20/02/2016,3,3181,15,1794,42830,486.42,2,972.84,0,
7524,28/03/2016,29/03/2016,1,1447,15,1794,42835,818.84,2,1637.68,0,
7525,09/09/2016,14/09/2016,3,2787,15,1794,42824,584.76,3,1754.28,0,
7526,02/11/2016,09/11/2016,3,579,15,1794,42867,199,3,597,0,
7527,07/12/2016,12/12/2016,3,3032,15,1794,42860,587,2,1174,0,
7528,12/12/2016,17/12/2016,3,3053,15,1794,42865,199,3,597,0,
7529,04/01/2017,05/01/2017,1,2740,15,1794,42846,2846.58,2,5693.16,0,
7530,22/03/2017,23/03/2017,3,952,15,1794,42832,818.84,2,1637.68,0,
7531,05/04/2017,13/04/2017,3,273,15,1794,42828,906.18,3,2718.54,0,
7532,23/06/2017,26/06/2017,2,1063,15,1794,42822,816.86,1,816.86,0,
7533,30/06/2017,04/07/2017,3,3345,15,1794,42850,279,1,279,1,
7534,07/07/2017,12/07/2017,1,394,15,1794,42871,560,2,1120,0,
7535,26/07/2017,30/07/2017,1,1139,15,1794,42831,369.6,2,739.2,0,
7536,17/08/2017,22/08/2017,1,1861,15,1794,42862,512,2,1024,0,
7537,07/12/2017,12/12/2017,1,2709,15,1794,42873,560,2,1120,0,
7538,22/01/2018,23/01/2018,3,791,15,1794,42875,560,2,1120,0,
7539,12/02/2018,16/02/2018,1,564,15,1794,42843,684.2,2,1368.4,0,
7541,01/03/2018,08/03/2018,3,3382,15,1794,42843,684.2,2,1368.4,0,
7542,09/03/2018,17/03/2018,2,1186,15,1794,42873,560,1,560,0,
7543,28/05/2018,02/06/2018,2,1531,15,1794,42873,560,3,1680,1,
7544,05/06/2018,09/06/2018,2,878,15,1794,42830,486.42,2,972.84,0,
7546,07/08/2018,15/08/2018,1,1579,15,1794,42881,498,2,996,0,
7547,12/10/2018,13/10/2018,2,1483,15,1794,42860,587,2,1174,0,
7548,13/11/2018,18/11/2018,1,422,15,1794,42844,1810.38,2,3620.76,0,
7549,20/12/2018,23/12/2018,3,3070,15,1794,42853,727,3,2181,0,
7550,26/03/2019,29/03/2019,3,75,15,1794,42834,818.84,1,818.84,0,
7551,13/04/2019,16/04/2019,2,1191,15,1794,42852,152,2,304,0,
7552,25/10/2019,01/11/2019,3,1602,15,1794,42867,199,2,398,1,
7553,13/01/2020,23/01/2020,3,3034,15,1794,42883,498,2,996,0,
7554,28/02/2020,04/03/2020,2,581,15,1794,42852,152,2,304,1,
7555,13/03/2020,21/03/2020,2,486,15,1794,42850,279,3,837,0,
7556,02/04/2015,07/04/2015,1,810,15,1794,42894,515,2,1030,0,
7557,11/04/2015,12/04/2015,1,685,15,1794,42928,123,2,246,0,
7558,20/04/2015,24/04/2015,3,1532,15,1794,42904,135,2,270,0,
7559,02/06/2015,05/06/2015,1,8,15,1794,42892,515,2,1030,0,
7560,01/07/2015,06/07/2015,3,1192,15,1794,42891,515,2,1030,0,
7561,10/08/2015,14/08/2015,1,1822,15,1794,42937,2458,2,4916,0,
7562,12/11/2015,15/11/2015,3,1565,15,1794,42938,2679,1,2679,0,
7563,21/01/2016,29/01/2016,3,720,15,1794,42939,2915,2,5830,0,
7564,23/03/2016,28/03/2016,2,2686,15,1794,42907,456,2,912,0,
7565,11/05/2016,12/05/2016,1,1731,15,1794,42940,2162,2,4324,0,
7566,29/06/2016,04/07/2016,3,724,15,1794,42942,2749,3,8247,1,
7567,14/07/2016,18/07/2016,1,1327,15,1794,42902,258,2,516,0,
7568,14/07/2016,17/07/2016,2,2755,15,1794,42892,515,1,515,0,
7569,23/11/2016,25/11/2016,3,1289,15,1794,42915,1765,2,3530,0,
7571,16/03/2017,21/03/2017,1,455,15,1794,42940,2162,2,4324,0,
7572,30/08/2017,31/08/2017,3,352,15,1794,42945,3210,3,9630,0,
7573,30/08/2017,04/09/2017,1,634,15,1794,42922,741,2,1482,1,
7574,02/09/2017,05/09/2017,3,663,15,1794,42899,199,2,398,0,
7575,09/03/2018,12/03/2018,1,1175,15,1794,42887,498,2,996,0,
7576,01/05/2018,09/05/2018,1,269,15,1794,42890,515,2,1030,0,
7577,11/09/2018,12/09/2018,3,1353,15,1794,42914,1489,2,2978,0,
7578,03/12/2018,05/12/2018,2,2799,15,1794,42923,753,2,1506,0,
7579,23/01/2019,27/01/2019,2,3174,15,1794,42922,741,1,741,0,
7580,22/05/2019,24/05/2019,3,28,15,1794,42893,515,3,1545,0,
7581,22/06/2019,25/06/2019,3,2968,15,1794,42949,2015,2,4030,0,
7582,24/06/2019,02/07/2019,2,2938,15,1794,42937,2458,2,4916,1,
7583,29/06/2019,30/06/2019,3,442,15,1794,42906,321,3,963,0,
7584,08/07/2019,13/07/2019,2,2841,15,1794,42911,1789,1,1789,0,
7585,13/09/2019,18/09/2019,2,57,15,1794,42908,1478,2,2956,0,
7586,31/10/2019,05/11/2019,2,60,15,1794,42915,1765,3,5295,1,
7587,26/12/2019,31/12/2019,2,1516,15,1794,42938,2679,2,5358,0,
7588,28/02/2020,02/03/2020,1,974,15,1794,42897,515,3,1545,1,
7589,28/02/2020,29/02/2020,3,1108,15,1794,42938,2679,3,8037,0,
7590,18/03/2020,20/03/2020,3,870,15,1794,42923,753,3,2259,0,
7591,01/04/2020,05/04/2020,2,1052,15,1794,42916,1356,1,1356,0,
7592,26/03/2015,30/03/2015,3,274,15,1794,42981,52,2,104,0,
7593,02/04/2015,07/04/2015,1,1080,15,1794,42961,2867,2,5734,0,
7594,08/06/2015,15/06/2015,2,3370,15,1794,43003,442,2,884,0,
7595,27/06/2015,01/07/2015,1,578,15,1794,42979,113,1,113,1,
7596,21/07/2015,31/07/2015,2,803,15,1794,43012,510,1,510,0,
7597,29/08/2015,31/08/2015,1,138,15,1794,43015,483,2,966,0,
7598,07/11/2015,14/11/2015,3,466,15,1794,42955,2366,2,4732,0,
7599,28/01/2016,30/01/2016,1,633,15,1794,42953,3620,2,7240,0,
7600,01/02/2016,06/02/2016,3,484,15,1794,43014,502,2,1004,0,
7601,29/09/2016,04/10/2016,3,267,15,1794,42954,2554,2,5108,1,
7602,22/10/2016,24/10/2016,1,490,15,1794,43015,483,2,966,0,
7603,18/11/2016,25/11/2016,2,1241,15,1794,42982,13,2,26,0,
7604,05/01/2017,10/01/2017,1,1549,15,1794,42955,2366,3,7098,0,
7605,29/03/2017,30/03/2017,2,300,15,1794,42956,2093,2,4186,0,
7606,28/04/2017,01/05/2017,2,2807,15,1794,43000,374,2,748,1,
7608,27/09/2017,02/10/2017,2,1290,15,1794,42980,114,3,342,1,
7609,01/12/2017,06/12/2017,1,1229,15,1794,43013,354,3,1062,0,
7610,03/04/2018,08/04/2018,3,1867,15,1794,43016,454,2,908,0,
7611,17/04/2018,19/04/2018,2,542,15,1794,42973,123,2,246,0,
7612,18/06/2018,19/06/2018,3,1490,15,1794,43005,421,2,842,0,
7614,06/07/2018,11/07/2018,2,620,15,1794,42954,2554,3,7662,0,
7615,18/07/2018,23/07/2018,2,709,15,1794,42994,579,2,1158,0,
7616,20/07/2018,24/07/2018,2,1231,15,1794,42957,2789,1,2789,0,
7617,13/08/2018,16/08/2018,2,38,15,1794,43014,502,2,1004,0,
7618,15/09/2018,23/09/2018,2,2805,15,1794,42957,2789,1,2789,0,
7619,01/01/2019,06/01/2019,2,3021,15,1794,43014,502,3,1506,0,
7621,02/04/2019,03/04/2019,3,3349,15,1794,43002,414,3,1242,0,
7622,06/07/2019,10/07/2019,1,3238,15,1794,42965,2281,1,2281,0,
7623,31/08/2019,07/09/2019,1,2749,15,1794,42969,3839,1,3839,1,
7624,11/12/2019,14/12/2019,2,1081,15,1794,43004,373,3,1119,0,
7625,12/12/2019,20/12/2019,1,1052,15,1794,42980,114,3,342,0,
7626,14/03/2020,22/03/2020,2,1335,15,1794,42998,529,2,1058,0,
7627,15/04/2020,19/04/2020,2,814,15,1794,42953,3620,2,7240,0,
7628,27/05/2020,06/06/2020,2,1088,15,1794,42976,216,1,216,1,
7629,15/06/2015,22/06/2015,1,423,15,1794,43043,1159,1,1159,0,
7630,16/07/2015,17/07/2015,1,103,15,1794,43039,815,2,1630,0,
7631,02/10/2015,06/10/2015,3,1419,15,1794,43023,643,1,643,0,
7632,19/12/2015,26/12/2015,1,922,15,1794,43042,1121,2,2242,0,
7633,15/06/2017,17/06/2017,1,1628,15,1794,43037,1137,3,3411,0,
7634,03/08/2017,08/08/2017,1,1482,15,1794,43042,1121,3,3363,0,
7635,07/04/2018,08/04/2018,1,1707,15,1794,43031,1191,1,1191,0,
7636,05/12/2018,13/12/2018,1,1606,15,1794,43031,1191,2,2382,0,
7637,28/02/2019,01/03/2019,1,3227,15,1794,43043,1159,1,1159,1,
7638,26/06/2019,04/07/2019,3,473,15,1794,43037,1137,2,2274,1,
7639,08/07/2019,13/07/2019,1,637,15,1794,43043,1159,3,3477,0,
7640,07/08/2019,11/08/2019,2,2934,15,1794,43027,461,3,1383,0,
7641,07/01/2020,10/01/2020,2,1535,15,1794,43043,1159,1,1159,0,
7642,07/01/2020,10/01/2020,2,3249,15,1794,43031,1191,2,2382,0,
7643,02/01/2020,09/01/2020,2,3359,15,1794,42985,1456,2,2912,0,
7644,13/05/2020,19/05/2020,2,2703,15,1794,42781,2098.8,3,6296.4,0,
7645,23/01/2020,01/02/2020,1,293,15,1794,42787,1366.42,3,4099.26,1,
7646,14/01/2020,15/01/2020,1,2753,15,1794,42835,818.84,1,818.84,0,
7647,10/02/2020,13/02/2020,2,564,15,1794,42867,199,3,597,0,
7648,17/01/2020,22/01/2020,2,211,15,1794,42884,498,3,1494,0,
7649,17/04/2020,20/04/2020,2,2976,15,1794,42948,2786,1,2786,0,
7650,05/05/2020,07/05/2020,2,1740,15,1794,42963,2355,2,4710,0,
7651,28/05/2020,30/05/2020,2,2411,15,1794,42849,1542,3,4626,0,
7652,13/03/2015,21/03/2015,1,696,15,1558,42794,305.36,2,610.72,0,
7653,29/09/2016,07/10/2016,3,2739,15,1558,42761,1384.46,2,2768.92,1,
7654,19/06/2015,22/06/2015,2,993,15,1558,42837,430.32,2,860.64,0,
7655,28/01/2016,05/02/2016,3,1510,15,1558,42857,542,2,1084,1,
7656,18/05/2019,26/05/2019,2,2450,15,1558,42853,727,1,727,0,
7657,11/09/2019,14/09/2019,2,2983,15,1558,42869,199,3,597,0,
7658,07/03/2016,15/03/2016,1,1569,15,1558,42949,2015,3,6045,0,
7659,10/05/2018,13/05/2018,2,1102,15,1558,42937,2458,3,7374,0,
7660,02/08/2019,10/08/2019,3,2765,15,1558,42910,1502,2,3004,0,
7661,30/06/2015,01/07/2015,1,50,15,1558,42959,4141,2,8282,1,
7662,13/02/2017,16/02/2017,2,211,15,1558,43009,563,2,1126,0,
7663,01/03/2017,09/03/2017,3,201,15,1558,42994,579,2,1158,0,
7664,14/06/2017,15/06/2017,2,2888,15,1558,42982,13,2,26,0,
7665,12/12/2017,15/12/2017,2,1189,15,1558,42987,456,1,456,0,
7666,02/04/2018,10/04/2018,2,1463,15,1558,42952,3978,3,11934,0,
7667,01/09/2016,09/09/2016,2,206,15,1558,43031,1191,1,1191,0,
7668,24/08/2017,25/08/2017,1,267,15,1558,43042,1121,3,3363,0,
7669,02/05/2018,10/05/2018,2,1778,15,1558,43041,779,2,1558,0,
7670,02/04/2015,08/04/2015,1,897,15,1558,42783,2452.34,2,4904.68,0,
7671,12/11/2015,15/11/2015,3,301,15,1558,42766,7011.62,3,21034.86,0,
7672,06/06/2017,14/06/2017,2,2772,15,1558,42800,1642.74,2,3285.48,0,
7673,09/06/2017,18/06/2017,1,575,15,1558,42758,1819.18,2,3638.36,0,
7676,09/10/2015,15/10/2015,1,1343,15,1558,42828,906.18,3,2718.54,0,
7677,09/12/2015,17/12/2015,1,731,15,1558,42840,353.32,2,706.64,0,
7678,23/12/2015,29/12/2015,3,1543,15,1558,42854,1115,2,2230,0,
7679,26/01/2016,29/01/2016,1,463,15,1558,42883,498,3,1494,0,
7680,07/06/2016,10/06/2016,2,822,15,1558,42849,1542,2,3084,0,
7682,27/09/2019,03/10/2019,2,3217,15,1558,42878,560,3,1680,1,
7683,09/09/2016,12/09/2016,1,1036,15,1558,42902,258,2,516,0,
7684,16/01/2018,22/01/2018,3,869,15,1558,42887,498,3,1494,0,
7685,24/03/2015,02/04/2015,1,1005,15,1558,42975,215,1,215,1,
7687,30/01/2016,05/02/2016,1,1749,15,1558,43015,483,2,966,1,
7688,10/03/2018,13/03/2018,3,359,15,1558,43000,374,1,374,0,
7689,26/11/2015,02/12/2015,3,2846,15,1558,43024,508,1,508,1,
7690,26/08/2016,29/08/2016,3,1806,15,1558,43023,643,1,643,0,
7691,23/08/2018,01/09/2018,3,2981,15,1558,43038,1163,2,2326,1,
7692,05/01/2019,13/01/2019,3,1774,15,1558,43017,358,3,1074,0,
7694,14/01/2015,22/01/2015,2,836,15,1558,42778,2807.64,1,2807.64,0,
7695,06/05/2015,10/05/2015,3,1669,15,1558,42778,2807.64,1,2807.64,0,
7696,10/08/2015,18/08/2015,3,1369,15,1558,42763,211838,3,635514,0,
7697,22/10/2015,26/10/2015,3,2655,15,1558,42799,1536.04,3,4608.12,0,
7698,06/01/2016,09/01/2016,1,1794,15,1558,42780,4028.86,1,4028.86,0,
7699,27/04/2016,04/05/2016,1,101,15,1558,42766,7011.62,2,14023.24,1,
7700,11/06/2016,12/06/2016,3,213,15,1558,42754,1237.5,3,3712.5,0,
7701,24/08/2016,27/08/2016,2,291,15,1558,42786,795.74,3,2387.22,0,
7702,13/09/2016,15/09/2016,1,171,15,1558,42773,8703.64,2,17407.28,0,
7703,15/10/2016,20/10/2016,3,2944,15,1558,42773,8703.64,1,8703.64,0,
7704,17/01/2017,22/01/2017,1,389,15,1558,42790,762.96,2,1525.92,0,
7705,28/01/2017,01/02/2017,1,2708,15,1558,42775,3206.06,2,6412.12,1,
7706,16/03/2017,21/03/2017,1,405,15,1558,42785,1597.42,1,1597.42,0,
7707,30/05/2017,04/06/2017,3,342,15,1558,42794,305.36,1,305.36,1,
7708,02/06/2017,04/06/2017,1,906,15,1558,42795,543.18,2,1086.36,0,
7709,05/07/2017,09/07/2017,2,2919,15,1558,42791,258.28,2,516.56,0,
7710,14/08/2017,22/08/2017,3,670,15,1558,42790,762.96,2,1525.92,0,
7711,17/08/2017,20/08/2017,2,1249,15,1558,42783,2452.34,1,2452.34,0,
7712,21/12/2017,23/12/2017,1,2978,15,1558,42786,795.74,2,1591.48,0,
7713,30/04/2018,01/05/2018,2,1104,15,1558,42816,1254.88,1,1254.88,1,
7714,03/05/2018,05/05/2018,2,104,15,1558,42793,871.86,2,1743.72,0,
7715,15/05/2018,22/05/2018,1,234,15,1558,42784,1748.78,3,5246.34,0,
7716,22/06/2018,26/06/2018,3,888,15,1558,42781,2098.8,2,4197.6,0,
7717,25/09/2018,29/09/2018,2,1215,15,1558,42779,9555.04,1,9555.04,0,
7718,25/10/2018,26/10/2018,3,3173,15,1558,42764,1385.78,1,1385.78,0,
7720,21/12/2018,22/12/2018,1,1496,15,1558,42758,1819.18,2,3638.36,0,
7721,14/02/2019,16/02/2019,2,3203,15,1558,42768,1923.68,3,5771.04,0,
7722,06/03/2019,07/03/2019,1,1693,15,1558,42792,479.82,2,959.64,0,
7723,17/10/2019,19/10/2019,3,547,15,1558,42794,305.36,3,916.08,0,
7724,06/11/2019,09/11/2019,3,741,15,1558,42761,1384.46,3,4153.38,0,
7725,25/11/2019,28/11/2019,2,808,15,1558,42754,1237.5,2,2475,0,
7726,07/12/2019,09/12/2019,2,1676,15,1558,42785,1597.42,1,1597.42,0,
7727,27/02/2020,03/03/2020,2,625,15,1558,42782,3373.92,3,10121.76,1,
7728,31/03/2020,05/04/2020,2,440,15,1558,42795,543.18,2,1086.36,1,
7729,15/04/2020,20/04/2020,2,485,15,1558,42776,1423.4,3,4270.2,0,
7730,22/04/2020,27/04/2020,2,1857,15,1558,42800,1642.74,2,3285.48,0,
7731,30/05/2020,02/06/2020,1,2881,15,1558,42795,543.18,3,1629.54,1,
7732,26/01/2015,30/01/2015,3,156,15,1558,42872,560,2,1120,0,
7733,17/03/2015,22/03/2015,3,1090,15,1558,42873,560,1,560,0,
7734,30/04/2015,07/05/2015,1,2664,15,1558,42859,610,2,1220,1,
7736,07/01/2016,12/01/2016,3,1849,15,1558,42861,542,2,1084,0,
7737,19/01/2016,23/01/2016,3,1138,15,1558,42873,560,2,1120,0,
7738,19/02/2016,20/02/2016,3,3181,15,1558,42830,486.42,1,486.42,0,
7739,01/03/2016,06/03/2016,1,1866,15,1558,42848,1588,1,1588,0,
7740,19/03/2016,20/03/2016,3,1644,15,1558,42864,199,2,398,0,
7741,28/03/2016,29/03/2016,1,1447,15,1558,42835,818.84,1,818.84,0,
7743,27/09/2016,01/10/2016,2,1572,15,1558,42843,684.2,2,1368.4,1,
7746,02/11/2016,09/11/2016,3,579,15,1558,42867,199,1,199,0,
7747,12/12/2016,17/12/2016,1,3053,15,1558,42865,199,1,199,0,
7748,17/02/2017,21/02/2017,3,2713,15,1558,42872,560,2,1120,0,
